id	identification
GB_GCA_002825535.1	MP8T-1 sp002825535
GB_GCA_000565255.1	Acidianus sp000565255
GB_GCA_002688325.1	ARS1178 sp002688325
GB_GCA_001871475.1	CG1-02-47-40 sp001871475
RS_GCF_000371805.1	Methanocaldococcus_A villosus
UBA9513	MGIIa-L1 sp9513u
GB_GCA_003162655.1	Methanobacterium_B sp003162655
GB_GCA_003021755.1	QH-8-67-36 sp003021755
GB_GCA_000496215.1	Halonotius sp000496215
RS_GCF_000969905.1	Methanosarcina vacuolata
UBA10154	GW2011-AR5 sp10154u
GB_GCA_003096255.1	BIN-L-2 sp003096255
GB_GCA_002501845.1	Nitrososphaera sp002501845
GB_GCA_002010285.1	JdFR-41 sp002010285
RS_GCF_001316045.1	Sulfolobus_B metallicus
RS_GCF_000337335.1	Halorubrum distributum
RS_GCF_002214525.1	Thermococcus sp002214525
GB_GCA_900316895.1	Methanobrevibacter_A sp900316895
GB_GCA_002509745.1	UBA349 sp002509745
GB_GCA_001564145.1	B1-Br10-U2g21 sp001564145
GB_GCA_002702945.1	MGIIa-L1 sp002702945
GB_GCA_002762705.1	CG08-08-20-14 sp002762705
GB_GCA_002508635.1	Methanolobus sp002508635
GB_GCA_003021105.1	QS-1-68-17 sp003021105
GB_GCA_003133625.1	PALSA-986 sp003133625
GB_GCA_002503885.1	Methanoculleus marisnigri_B
RS_GCF_002252585.1	Methanobrevibacter_A smithii_A
RS_GCF_000350305.1	Methanomethylophilus sp000350305
GB_GCA_003266075.1	Methanosphaera sp003266075
GB_GCA_001775995.1	RBG-16-48-13 sp001775995
GB_GCA_002505185.1	Ferroplasma sp002505185
RS_GCF_001548675.1	Methanobrevibacter_A sp001548675
RS_GCF_000337375.1	Halorubrum lipolyticum
RS_GCF_000237865.1	Haloquadratum walsbyi
RS_GCF_000308215.1	Methanomassiliicoccus luminyensis
GB_GCA_002496905.1	MGIIb-O1 sp002496905
GB_GCA_900065925.1	Nitrosotalea devanaterra
GB_GCA_000830275.1	GW2011-AR10 sp000830275
RS_GCF_900100335.1	Natronorubrum texcoconense
GB_GCA_002507125.1	Thalassarchaeum sp002507125
GB_GCA_002709705.1	MGIIa-K1 sp002709705
RS_GCF_002214165.1	Mia14 sp002214165
GB_GCA_002686195.1	ARS23 sp002686195
GB_GCA_002497765.1	Poseidonia sp002497765
GB_GCA_003166335.1	Bog-22 sp003166335
RS_GCF_900114585.1	Methanobrevibacter olleyae
GB_GCA_002254665.1	EX4484-58 sp002254665
GB_GCA_002505775.1	MGIIb-O5 sp002505775
RS_GCF_000242875.2	Nitrosopumilus salaria
GB_GCA_001552015.1	Nanopusillus acidilobi
RS_GCF_000015225.1	Thermofilum pendens
GB_GCA_003096235.1	BIN-L-1 sp003096235
GB_GCA_002504725.1	UBA587 sp002504725
GB_GCA_002788515.1	Nitrosopumilus sp002788515
RS_GCF_001663375.1	Caldivirga sp001663375
GB_GCA_003023535.1	QS-1-69-70 sp003023535
UBA10117	UBA10117 sp10117u
RS_GCF_001006045.1	Geoglobus ahangari
UBA10107	UBA10107 sp10107u
RS_GCF_000956175.1	Nitrosopumilus adriaticus
RS_GCF_900108095.1	Natronorubrum sediminis
RS_GCF_002287235.1	Methanosarcina spelaei
GB_GCA_001515205.2	Hadarchaeum yellowstonense
GB_GCA_002716085.1	MGIIb-O3 sp002716085
GB_GCA_002835825.1	Methanoregula sp002835825
GB_GCA_002789275.1	Huberarchaeum crystalense
GB_GCA_002718995.2	MGIIb-O5 sp002718995
RS_GCF_000755245.1	Halococcus sediminicola
GB_GCA_003021005.1	QS-1-69-70 sp003021005
GB_GCA_001768965.1	RBG-16-50-20 sp001768965
GB_GCA_001940755.1	UBA460 sp001940755
GB_GCA_002689565.1	MGIIa-K1 sp002689565
RS_GCF_002214565.1	Thermococcus radiotolerans
RS_GCF_003116855.1	AG1 sp003116855
GB_GCA_002838935.1	GCA-002838935 sp002838935
RS_GCF_000376965.1	Methanothermococcus thermolithotrophicus
GB_GCA_001577565.1	Methanolobus sp001577565
GB_GCA_000016385.1	Pyrobaculum arsenaticum
GB_GCA_002506905.1	UBA328 sp002506905
RS_GCF_000243255.1	Methanoplanus limicola
RS_GCF_000336875.1	Halorubrum californiense
UBA8941	UBA8941 sp8941u
RS_GCF_000302455.1	Methanobacterium formicicum_A
GB_GCA_002499585.1	MGIIb-N1 sp002499585
GB_GCA_002505805.1	Methanothrix sp002505805
GB_GCA_001316265.1	Vulcanisaeta sp001316265
GB_GCA_002116695.1	Acidianus manzaensis
GB_GCA_002497485.1	Methanoregula sp002497485
GB_GCA_000508305.1	Sulfolobus acidocaldarius_A
UBA11852	UBA11855 sp11852u
GB_GCA_002685855.1	GCA-2685855 sp002685855
GB_GCA_002502135.1	UBA543 sp002502135
GB_GCA_002779555.1	20-14-0-80-47-9 sp002779555
RS_GCF_000022385.1	Sulfolobus_A islandicus
GB_GCA_000416005.1	Haloquadratum sp000416005
GB_GCA_000270325.1	Caldiarchaeum subterraneum
UBA8684	MGIIb-O1 sp8684u
GB_GCA_002792115.1	GCA-002792115 sp002792115
GB_GCA_001873845.1	Altiarchaeum sp001873845
GB_GCA_003023195.1	SW-7-71-33 sp003023195
GB_GCA_001940655.1	CR-4 sp001940655
GB_GCA_002011075.1	JdFR-13 sp002011075
GB_GCA_002763225.1	1-14-0-10-31-34 sp002763225
GB_GCA_002731115.1	NP1466 sp002731115
GB_GCA_003162115.1	Methanobacterium_B sp003162115
GB_GCA_002503545.1	Methanomethylophilus sp002503545
GB_GCA_002713325.1	UBA213 sp002713325
RS_GCF_000012285.1	Sulfolobus acidocaldarius
GB_GCA_002877855.1	ZAV-19 sp002877855
GB_GCA_001800675.1	COMBO-56-21 sp001800675
GB_GCA_002505325.1	Thalassarchaeum sp002505325
RS_GCF_003173355.1	Methanospirillum lacunae
GB_GCA_001896725.1	Methanomethylovorans sp001896725
UBA9354	MGIIa-L1 sp9354u
GB_GCA_001875365.1	CG-Epi1 sp001875365
RS_GCF_000186365.1	Desulfurococcus mucosus
RS_GCF_000517445.1	Thermococcus_B paralvinellae
RS_GCF_000504205.1	Methanolobus tindarius
GB_GCA_003021655.1	QS-4-69-31 sp003021655
GB_GCA_002494725.1	Geoglobus sp002494725
RS_GCF_000765475.1	Methanococcoides methylutens
GB_GCA_002501775.1	UBA581 sp002501775
UBA11423	Methanolinea sp11423u
GB_GCA_002725315.1	MGIIb-O3 sp002725315
RS_GCF_000970305.1	Methanosarcina barkeri_A
GB_GCA_002011165.1	JdFR-21 sp002011165
GB_GCA_003194425.1	ANME1a sp003194425
RS_GCF_000327485.1	Methanoregula formicica
GB_GCA_002923215.1	BMS3ABIN16 sp002923215
GB_GCA_001563305.1	ISO4-G1 sp001563305
GB_GCA_002718215.1	MGIIb-N2 sp002718215
RS_GCF_900110465.1	Halogranum amylolyticum
RS_GCF_000016605.1	Metallosphaera sedula
GB_GCA_000484935.1	Nitrosopelagicus sp000484935
GB_GCA_002506025.1	MGIIa-L1 sp002506025
GB_GCA_001563995.1	PL-Br10-U2g16 sp001563995
GB_GCA_002501765.1	UBA204 sp002501765
GB_GCA_002495185.1	UBA184 sp002495185
UBA8725	MGIIa-L1 sp8725u
GB_GCA_000018465.1	Nitrosopumilus maritimus
GB_GCA_002839645.1	Methanoculleus sp002839645
GB_GCA_003020945.1	Halobaculum sp003020945
GB_GCA_002498285.1	DTU008 sp002498285
GB_GCA_002496065.1	Methanobrevibacter_A sp002496065
RS_GCF_900110865.1	Natrinema salaciae
RS_GCF_000304355.2	Methanoculleus bourgensis
UBA12570	MGIIb-O1 sp12570u
GB_GCA_900320515.1	Methanobrevibacter_A sp900320515
RS_GCF_002072215.1	Methanobrevibacter_C arboriphilus
GB_GCA_003229935.1	BMS3B sp003229935
RS_GCF_000015825.1	Methanoculleus marisnigri
RS_GCF_000226975.2	Halobiforma lacisalsi
GB_GCA_003164295.1	BOG-990 sp003164295
GB_GCA_001875425.1	UBA102 sp001875425
GB_GCA_003266065.1	Methanosphaera sp003266065
RS_GCF_000336715.1	Halococcus thailandensis
GB_GCA_002254745.1	EX4484-217-1 sp002254745
RS_GCF_000025685.1	Haloferax volcanii
UBA8160	MGIIa-L1 sp8160u
RS_GCF_000337355.1	Halorubrum kocurii
RS_GCF_900095385.1	Methanoculleus chikugoensis_A
RS_GCF_000769655.1	Thermococcus eurythermalis
GB_GCA_000380705.1	SCGC-AAA471-B05 sp000380705
GB_GCA_002727275.1	Thalassarchaeum sp002727275
GB_GCA_000145985.1	Ignisphaera aggregans
RS_GCF_000018485.1	Methanococcus maripaludis_C
GB_GCA_002495205.1	UBA183 sp002495205
GB_GCA_002457155.1	MGIIb-O3 sp002457155
GB_GCA_000415965.1	Haloquadratum walsbyi_A
GB_GCA_002507085.1	UBA168 sp002507085
GB_GCA_001593925.1	B26-1 sp001593925
RS_GCF_900115675.1	Halolamina pelagica
GB_GCA_001717035.1	Methanomethylicus mesodigestum
RS_GCF_002727125.1	Halorubrum persicum
GB_GCA_002499865.1	MGIIb-O5 sp002499865
RS_GCF_000214725.1	Methanobacterium_C paludis
GB_GCA_900318035.1	Methanobrevibacter_A sp900318035
GB_GCA_002720275.1	MGIIa-I sp002720275
RS_GCF_000337495.1	Haloterrigena salina
RS_GCF_000023965.1	Halomicrobium mukohataei
RS_GCF_001412615.1	Pyrodictium delaneyi
UBA12206	MGIIa-L3 sp12206u
GB_GCA_000496195.1	A07HB70 sp000496195
GB_GCA_003153895.1	FEN-65 sp003153895
GB_GCA_002727675.1	MGIIb-Q1 sp002727675
GB_GCA_002737455.1	Nitrosopumilus sp002737455
GB_GCA_003021015.1	Halovenus sp003021015
GB_GCA_002715545.1	SP79 sp002715545
GB_GCA_003157235.1	Methanosarcina sp003157235
RS_GCF_000337595.1	Natrialba taiwanensis
GB_GCA_002494785.1	UBA117 sp002494785
GB_GCA_002713205.1	UBA57 sp002713205
GB_GCA_002505765.1	Methanobacterium_D sp002505765
RS_GCF_000711215.1	Methanomicrobium mobile
GB_GCA_002712645.1	MGIIb-N1 sp002712645
GB_GCA_001723835.1	WOR-SM1-SCG sp001723835
GB_GCA_001723845.1	WOR-SM1-SCG-A sp001723845
GB_GCA_002506365.1	UBA583 sp002506365
UBA12027	GW2011-AR11 sp12027u
GB_GCA_002494645.1	Poseidonia sp002494645
GB_GCA_001775965.1	RBG-16-57-9 sp001775965
RS_GCF_001011115.1	Halanaeroarchaeum sulfurireducens
GB_GCA_002709285.1	Nitrosopelagicus sp002709285
GB_GCA_002762915.1	21-14-0-10-32-9 sp002762915
GB_GCA_003160755.1	QEXZ01 sp003160755
GB_GCA_001919285.1	40CM-2-53-6 sp001919285
GB_GCA_002255025.1	EX4484-135 sp002255025
GB_GCA_002687935.1	UBA55 sp002687935
GB_GCA_900319535.1	Methanobrevibacter_A sp900319535
RS_GCF_000385565.1	Archaeoglobus_A sulfaticallidus
GB_GCA_000402075.1	Nitrosopelagicus sp000402075
UBA10161	UBA10161 sp10161u
GB_GCA_001915065.1	40CM-2-53-6 sp001915065
RS_GCF_002252755.1	Halorubrum sp002252755
GB_GCA_002495315.1	UBA141 sp002495315
RS_GCF_000195915.1	Thermoplasma acidophilum
GB_GCA_002495025.1	UBA285 sp002495025
GB_GCA_002010215.1	JdFR-37 sp002010215
GB_GCA_000204585.1	Nitrosoarchaeum limnia
GB_GCA_002495405.1	MGIIa-L4 sp002495405
GB_GCA_002762735.1	GW2011-AR1 sp002762735
UBA8915	UBA10521 sp8915u
RS_GCF_000789255.1	Geoglobus acetivorans
GB_GCA_002685415.1	MGIIb-O1 sp002685415
GB_GCA_003009755.1	SW-10-69-26 sp003009755
GB_GCA_002687185.1	GCA-2687185 sp002687185
RS_GCF_000223905.1	Haloarcula hispanica
GB_GCA_003157895.1	Methanoregula sp003157895
GB_GCA_000234805.1	Pyrobaculum ferrireducens
GB_GCA_000415985.1	Haloquadratum walsbyi_B
UBA11998	UBA11998 sp11998u
GB_GCA_002255065.1	EX4484-204 sp002255065
RS_GCF_002208625.1	Methanobrevibacter_B sp002208625
RS_GCF_002177135.1	Natronolimnobius baerhuensis
GB_GCA_002498185.1	MGIIa-K1 sp002498185
RS_GCF_000306765.2	Haloferax mediterranei
GB_GCA_002498845.1	UBA509 sp002498845
GB_GCA_001564275.1	Tc-Br11 sp001564275
GB_GCA_002498065.1	Methanoculleus sp002498065
UBA8339	Poseidonia sp8339u
RS_GCF_900215215.1	Methanohalophilus euhalobius
GB_GCA_003251955.1	Methanospirillum hungatei_A
GB_GCA_001316245.1	Vulcanisaeta sp001316245
GB_GCA_000220375.1	Nanosalina sp000220375
RS_GCF_900103505.1	Haloarchaeobius iranensis
GB_GCA_002496725.1	MGIIb-O5 sp002496725
GB_GCA_002722735.1	MGIIb-O3 sp002722735
GB_GCA_003266105.1	Methanosphaera sp003266105
RS_GCF_900095295.1	Methanobacterium_C congolense
GB_GCA_002706615.1	MGIIa-K1 sp002706615
RS_GCF_001368915.1	Haloferax massiliensis
GB_GCA_002495465.1	UBA55 sp002495465
GB_GCA_002457145.1	MGIIb-O3 sp002457145
GB_GCA_002763025.1	1-14-0-10-32-24 sp002763025
GB_GCA_000299365.1	Nitrosopumilus koreensis
GB_GCA_002505585.1	UBA489 sp002505585
GB_GCA_002507245.1	UBA233 sp002507245
GB_GCA_002714745.1	Thalassarchaeum sp002714745
UBA9212	UBA9212 sp9212u
RS_GCF_900143675.1	Nitrosotalea sp900143675
GB_GCA_002495885.1	UBA148 sp002495885
GB_GCA_002499195.1	MGIIa-L2 sp002499195
GB_GCA_002504905.1	MGIIb-O2 sp002504905
RS_GCF_900108505.1	Halopenitus malekzadehii
RS_GCF_000337815.1	Haloferax mucosum
GB_GCA_002503045.1	MGIIb-N2 sp002503045
RS_GCF_000179575.2	Methanothermococcus_A okinawensis
GB_GCA_003021175.1	CBA1134 sp003021175
RS_GCF_000230735.2	Natrinema pellirubrum
RS_GCF_001639295.1	Methanobrevibacter_D curvatus
GB_GCA_003021725.1	QH-8-64-26 sp003021725
RS_GCF_000336615.1	Haloarcula amylolytica
GB_GCA_002719615.1	MGIIb-O3 sp002719615
GB_GCA_003022865.1	SW-7-71-33 sp003022865
GB_GCA_002506515.1	Caldivirga sp002506515
GB_GCA_001512965.1	DTU008 sp001512965
RS_GCF_000337615.1	Natrinema pallidum
GB_GCA_001918745.1	40CM-2-53-6 sp001918745
RS_GCF_900100875.1	Halopelagius longus
GB_GCA_002727515.1	MGIIa-K1 sp002727515
GB_GCA_002839675.1	Methanoregula sp002839675
RS_GCF_000011185.1	Thermoplasma volcanium
GB_GCA_002496385.1	UBA147 sp002496385
GB_GCA_001918765.1	40CM-2-53-6 sp001918765
RS_GCF_000015945.1	Staphylothermus marinus
RS_GCF_900111485.1	Natrinema hispanica
GB_GCA_002502245.1	Methanoregula sp002502245
RS_GCF_001282785.1	Halolamina sediminis
GB_GCA_002504525.1	DTU008 sp002504525
RS_GCF_000018305.1	Caldivirga maquilingensis
RS_GCF_000337715.1	Natronorubrum bangense
RS_GCF_000685155.1	Methanoperedens nitroreducens
GB_GCA_002686315.1	UBA11998 sp002686315
GB_GCA_002011235.1	Archaeoglobus_A sp002011235
RS_GCF_000800805.1	Methanoplasma termitum
GB_GCA_002498315.1	Methanofollis sp002498315
GB_GCA_002728035.1	Poseidonia sp002728035
GB_GCA_003021785.1	CBA1134 sp003021785
RS_GCF_000217715.1	Halopiger xanaduensis
RS_GCF_000337915.1	Halorubrum saccharovorum
GB_GCA_002495675.1	MGIIb-N1 sp002495675
RS_GCF_000336915.1	Halococcus saccharolyticus
GB_GCA_002900555.1	SM1-50 sp002900555
GB_GCA_002763265.1	PEZQ01 sp002763265
GB_GCA_002867475.1	BM511 sp002867475
RS_GCF_000063445.1	Methanocella_A arvoryzae
GB_GCA_002495055.1	Methanoregula sp002495055
GB_GCA_002763115.1	CG1-02-31-27 sp002763115
RS_GCF_000017185.1	Methanothermococcus_A aeolicus
GB_GCA_003176995.1	UBA10452 sp003176995
GB_GCA_002688965.1	GCA-2688965 sp002688965
GB_GCA_001316125.1	Vulcanisaeta distributa_C
GB_GCA_002688165.1	ARS1285 sp002688165
GB_GCA_003151535.1	Methanobacterium_B sp003151535
GB_GCA_002496475.1	Vulcanisaeta sp002496475
GB_GCA_002509405.1	VadinCA11 sp002509405
RS_GCF_000306725.1	Methanolobus psychrophilus
GB_GCA_000494145.1	JGI-OTU-1 sp000494145
RS_GCF_000739575.1	Halobellus rufus
GB_GCA_002499085.1	UBA147 sp002499085
GB_GCA_000830315.1	GW2011-AR20 sp000830315
UBA9950	Methanofastidiosum sp9950u
GB_GCA_000258425.1	Fervidicoccus fontis
GB_GCA_002723045.1	MGIIb-O3 sp002723045
GB_GCA_002495735.1	Thalassarchaeum sp002495735
UBA8261	UBA12276 sp8261u
GB_GCA_002495845.1	Sulfolobus_B sp002495845
RS_GCF_000337095.1	Halogeometricum pallidum
GB_GCA_002507545.1	Archaeoglobus sp002507545
RS_GCF_000969885.1	Methanosarcina thermophila
GB_GCA_002693165.1	UBA57 sp002693165
GB_GCA_002504405.1	UBA71 sp002504405
GB_GCA_000591035.1	Aeropyrum camini
GB_GCA_002201895.1	Methanopyrus sp002201895
GB_GCA_002496355.1	SM1-50 sp002496355
RS_GCF_000230715.2	Natronobacterium gregoryi
GB_GCA_003141855.1	FEN-992 sp003141855
RS_GCF_000383975.1	Natronorubrum tibetense
GB_GCA_000746685.1	Nitrosopumilus sp000746685
RS_GCF_002243045.1	Methanolobus psychrotolerans
GB_GCA_002501695.1	Methanolobus sp002501695
GB_GCA_003023465.1	SW-6-65-15 sp003023465
GB_GCA_002686295.1	GCA-2686295 sp002686295
GB_GCA_002687275.1	GCA-2687275 sp002687275
GB_GCA_002726865.1	GCA-2726865 sp002726865
GB_GCA_001563905.1	B1-Br10-U2g19 sp001563905
GB_GCA_003021325.1	QS-1-69-70 sp003021325
RS_GCF_000017165.1	Methanococcus vannielii
GB_GCA_002507175.1	MGIIb-N1 sp002507175
RS_GCF_001477655.1	Methanobrevibacter_A millerae
RS_GCF_000725425.1	Palaeococcus_A pacificus
RS_GCF_001560915.1	Methanomethylophilus sp001560915
RS_GCF_001485535.1	Halobacterium sp001485535
RS_GCF_000336695.1	Halococcus morrhuae
RS_GCF_000474235.1	Halarchaeum acidiphilum
RS_GCF_000337195.1	Natrinema versiforme
RS_GCF_000336955.1	Haloferax larsenii
UBA9640	UBA9640 sp9640u
RS_GCF_900100715.1	Methanolobus vulcani
GB_GCA_003193815.1	UBA8886 sp003193815
GB_GCA_002731195.1	MGIIb-O3 sp002731195
GB_GCA_002715725.1	MGIIa-K1 sp002715725
RS_GCF_000784355.1	Methanolacinia paynteri
GB_GCA_002692465.1	MGIIa-I sp002692465
RS_GCF_000376445.1	Haladaptatus paucihalophilus
GB_GCA_001563805.1	B1-Br10-E2g2 sp001563805
GB_GCA_002506105.1	Methanolinea sp002506105
GB_GCA_002506585.1	Methanoculleus sp002506585
GB_GCA_002499345.1	MGIIb-O5 sp002499345
GB_GCA_001564285.1	Tc-Br11 sp001564285
GB_GCA_900177045.1	Nitrosotalea sp900177045
GB_GCA_002172185.1	MGIIb-O3 sp002172185
GB_GCA_000416085.1	Halovenus sp000416085
GB_GCA_002698885.1	Nitrosopelagicus sp002698885
RS_GCF_900110455.1	Natrinema salifodinae
GB_GCA_002507425.1	MGIIa-K1 sp002507425
GB_GCA_002506605.1	UBA160 sp002506605
RS_GCF_000196655.1	Methanohalobium evestigatum
RS_GCF_000021965.1	Methanosphaerula palustris
GB_GCA_001871595.1	UBA97 sp001871595
RS_GCF_001889405.1	Methanohalophilus halophilus
GB_GCA_002718195.1	MGIIa-L4 sp002718195
GB_GCA_001940705.1	AB-25 sp001940705
GB_GCA_003020925.1	QS-6-64-34 sp003020925
RS_GCF_000970025.1	Methanosarcina barkeri
GB_GCA_002494495.1	UBA419 sp002494495
GB_GCA_001872185.1	CG1-02-32-21 sp001872185
GB_GCA_002010925.1	UBA233 sp002010925
GB_GCA_002926195.1	HR1 sp002926195
RS_GCF_900111645.1	Methanococcoides vulcani
GB_GCA_001856825.1	GCA-001856825 sp001856825
GB_GCA_002687355.1	UBA8886 sp002687355
GB_GCA_002878135.1	ARK-15 sp002878135
GB_GCA_000484975.1	Nitrosopumilus sp000484975
RS_GCF_002945325.1	Methanococcus maripaludis
GB_GCA_003164755.1	Methanosarcina sp003164755
GB_GCA_000405245.1	Aenigmarchaeum subterraneum
RS_GCF_000019605.1	Korarchaeum cryptofilum
GB_GCA_001714685.2	Methanosarcina sp001714685
RS_GCF_001280455.1	Halorubrum tropicale
GB_GCA_002506825.1	MGIIb-O5 sp002506825
RS_GCF_001462205.1	Haloparvum sedimenti
RS_GCF_002153915.1	Methanonatronarchaeum thermophilum
RS_GCF_900095815.1	Methanothermobacter wolfeii
UBA9915	UBA9915 sp9915u
GB_GCA_000746705.1	Nitrosopelagicus sp000746705
GB_GCA_000806115.1	GW2011-AR5 sp000806115
GB_GCA_002499505.1	UBA493 sp002499505
GB_GCA_002713185.1	MGIIb-O3 sp002713185
GB_GCA_002731655.1	UBA8886 sp002731655
GB_GCA_000496175.1	Halorubrum sp000496175
RS_GCF_000025865.1	Methanohalophilus mahii
GB_GCA_003139855.1	Bog-38 sp003139855
GB_GCA_002497345.1	Thermoproteus sp002497345
GB_GCA_002688825.1	MGIIa-L1 sp002688825
RS_GCF_000196895.1	Halalkalicoccus jeotgali
GB_GCA_002011085.1	JDFR-14 sp002011085
GB_GCA_003151735.1	PALSA-989 sp003151735
GB_GCA_002704515.1	Poseidonia sp002704515
GB_GCA_002498725.1	MGIIb-O1 sp002498725
GB_GCA_002502095.1	MGIIb-O5 sp002502095
GB_GCA_002689985.1	NP1466 sp002689985
RS_GCF_000022205.1	Halorubrum lacusprofundi
GB_GCA_000730285.1	Nitrososphaera evergladensis
GB_GCA_003021975.1	QS-5-70-17 sp003021975
RS_GCF_000023985.1	Methanocaldococcus fervens
RS_GCF_000017225.1	Methanococcus maripaludis_A
RS_GCF_002214605.1	Pyrococcus chitonophagus
GB_GCA_002505355.1	MGIIa-L1 sp002505355
RS_GCF_900100385.1	Halovenus aranensis
GB_GCA_002708695.1	MGIIb-N2 sp002708695
RS_GCF_003201835.1	Acidianus brierleyi
GB_GCA_000246735.1	MGIIa-L1 sp000246735
GB_GCA_002502625.1	MGIIb-N2 sp002502625
GB_GCA_002729095.1	MGIIa-L1 sp002729095
GB_GCA_002495685.1	UBA412 sp002495685
RS_GCF_002077075.2	Thermoproteus sp002077075
RS_GCF_000296615.1	Halorubrum sp000296615
GB_GCA_002255105.1	EX4484-121 sp002255105
RS_GCF_000221185.1	Thermococcus sp000221185
GB_GCA_002763155.1	PFCU01 sp002763155
RS_GCF_900176435.1	Picrophilus oshimae
RS_GCF_000025665.1	Aciduliprofundum boonei
GB_GCA_000014945.1	Methanothrix_B thermoacetophila
GB_GCA_002781805.1	Nitrosoarchaeum_A sp002781805
GB_GCA_002501855.1	UBA10452 sp002501855
GB_GCA_002494565.1	UBA57 sp002494565
GB_GCA_002728275.1	GCA-2728275 sp002728275
GB_GCA_002723115.1	MGIIa-K1 sp002723115
RS_GCF_000299395.1	Nitrosopumilus sediminis
RS_GCF_001017125.1	Methanoculleus sediminis
GB_GCA_002499005.1	UBA164 sp002499005
GB_GCA_002762785.1	UBA11998 sp002762785
UBA9638	UBA11716 sp9638u
RS_GCF_000195895.1	Methanosarcina barkeri_B
GB_GCA_002720055.1	MGIIb-O3 sp002720055
RS_GCF_900108165.1	Halobellus limi
GB_GCA_002502295.1	Poseidonia sp002502295
GB_GCA_001593865.1	B24 sp001593865
RS_GCF_900114455.1	Halogranum rubrum
GB_GCA_002719395.1	MGIIa-K2 sp002719395
GB_GCA_001587575.1	Methanofastidiosum sp001587575
RS_GCF_001402945.1	Acidiplasma aeolicum
RS_GCF_000151105.2	Thermococcus_B barophilus
RS_GCF_001577775.1	Pyrococcus kukulkanii
RS_GCF_000026045.1	Natronomonas pharaonis
RS_GCF_000470655.1	Halorhabdus tiamatea
GB_GCA_003021235.1	QH-6-64-20 sp003021235
GB_GCA_002505345.1	VadinCA11 sp002505345
GB_GCA_002897955.1	BMS3B sp002897955
GB_GCA_001509375.1	Methanothrix_A harundinacea_D
GB_GCA_003023565.1	QS-9-68-17 sp003023565
RS_GCF_000969965.1	Methanosarcina sp000969965
RS_GCF_000499765.1	Methanobacterium sp000499765
GB_GCA_003170935.1	Bog-38 sp003170935
RS_GCF_003058365.1	HARCEL1 sp003058365
GB_GCA_002503985.1	UBA184 sp002503985
GB_GCA_000019805.1	Pyrobaculum neutrophilum
GB_GCA_002778455.1	1-14-0-10-45-29 sp002778455
GB_GCA_001602645.1	Methanothrix_A sp001602645
RS_GCF_000204415.1	Methanothrix soehngenii
RS_GCF_000585495.1	Thermococcus nautili
RS_GCF_001307315.1	Halolamina pelagica_B
UBA10106	UBA12030 sp10106u
GB_GCA_003023485.1	SW-10-68-16 sp003023485
GB_GCA_002720115.1	MGIIa-K1 sp002720115
GB_GCA_002499905.1	UBA9949 sp002499905
GB_GCA_002499445.1	Methanosarcina sp002499445
RS_GCF_001639265.1	Methanobrevibacter_D filiformis
UBA10214	UBA10214 sp10214u
GB_GCA_002505935.1	UBA226 sp002505935
GB_GCA_002780285.1	PEVX01 sp002780285
RS_GCF_000017625.1	Methanoregula boonei
RS_GCF_000320505.1	Methanobrevibacter_B boviskoreani
RS_GCF_000092305.1	Methanocaldococcus_A infernus
GB_GCA_002779595.1	CG07-land sp002779595
GB_GCA_002687255.1	ARS50 sp002687255
GB_GCA_003009815.1	SW-4-43-9 sp003009815
RS_GCF_002156705.1	B1-Br10-E2g2 sp002156705
GB_GCA_000960885.1	Thermoproteus sp000960885
GB_GCA_002731905.1	UBA8886 sp002731905
UBA9297	Methanothrix_A sp9297u
GB_GCA_001871415.1	CG1-02-57-44 sp001871415
RS_GCF_001729965.1	Methanosphaera sp001729965
GB_GCA_002254545.1	EX4484-224 sp002254545
GB_GCA_002688315.1	UBA492 sp002688315
GB_GCA_000011125.1	Aeropyrum pernix
GB_GCA_002688875.1	ARS103 sp002688875
GB_GCA_001507955.1	UBA12515 sp001507955
RS_GCF_000253055.1	Thermoproteus tenax
RS_GCF_000223395.1	Pyrolobus fumarii
GB_GCA_003023785.1	QS-5-68-33 sp003023785
RS_GCF_000008645.1	Methanothermobacter thermautotrophicus
UBA8516	UBA8516 sp8516u
GB_GCA_001871495.1	UBA8480 sp001871495
RS_GCF_000337575.1	Natrialba hulunbeirensis
RS_GCF_000337695.1	Natronococcus jeotgali
RS_GCF_001861355.1	Natrialba sp001861355
UBA8734	MGIIa-L1 sp8734u
GB_GCA_001563795.1	Halohasta sp001563795
GB_GCA_000007185.1	Methanopyrus kandleri
RS_GCF_002761295.1	Methanohalophilus portucalensis
GB_GCA_002011125.1	Hydrothermarchaeum profundi
RS_GCF_000025285.1	Archaeoglobus_B profundus
GB_GCA_002690445.1	ARS10 sp002690445
RS_GCF_000013445.1	Methanospirillum hungatei
GB_GCA_002722595.1	MGIIb-P sp002722595
GB_GCA_002254825.2	EX4572-44 sp002254825
RS_GCF_000251105.1	Methanocella conradii
RS_GCF_001484685.1	Thermococcus_A sp001484685
RS_GCF_000591055.1	Natronomonas moolapensis
GB_GCA_002506665.1	Nitrosopumilus sp002506665
RS_GCF_000731985.1	Natrinema altunense
UBA10036	UBA10191 sp10036u
GB_GCA_002898655.1	HRBIN04 sp002898655
GB_GCA_002714305.1	Poseidonia sp002714305
RS_GCF_000970045.1	MTP4 sp000970045
GB_GCA_000389735.1	Acd1 sp000389735
UBA8098	Methanosarcina sp8098u
RS_GCF_000691505.1	Halostagnicola sp000691505
